query_id,cost_ratio,detour_m,diverge_lat,diverge_lon,progress_fraction,straight_line_km
280,1.008799,136.790000,40.845985,-73.940274,0.090370,13.920292
281,1.089210,653.760000,40.714016,-74.002952,0.040476,6.569767
282,1.007914,101.350000,40.729724,-73.986852,0.575893,9.013088
285,1.083566,970.230000,40.855273,-73.977395,0.098121,10.821644
286,1.071591,235.520000,40.730687,-73.990595,0.267281,3.130338
288,1.031145,150.690000,40.709505,-74.013888,0.003876,4.289028
289,1.001382,19.550000,40.821486,-73.912168,0.001672,10.609535
291,1.011910,40.460000,40.753456,-73.988832,0.286667,3.061156
292,1.046278,76.010000,40.711409,-73.919779,0.053571,1.270505
293,1.004823,28.310000,40.750291,-73.942032,0.839196,3.122472
294,1.036640,714.300000,40.722441,-74.011838,0.093333,18.494159
296,1.001921,17.060000,40.727596,-73.958879,0.003096,5.760104
298,1.015205,186.200000,40.762130,-73.961949,0.387037,8.860147
299,1.012819,246.730000,40.747694,-73.983019,0.660088,18.226577
300,1.010917,125.900000,40.705488,-74.004574,0.001845,7.667171
301,1.001660,6.920000,40.753586,-73.988736,0.773481,3.050002
303,1.015283,115.100000,40.815478,-73.958295,0.107362,6.692530
307,1.003226,36.180000,40.753456,-73.988832,0.526496,10.237732
309,1.028472,397.920000,40.841119,-73.939631,0.344768,12.126980
316,1.063696,335.620000,40.730757,-73.948575,0.059574,4.197838
319,1.001971,19.250000,40.743127,-73.951291,0.927602,3.658618
323,1.001537,24.580000,40.760527,-73.983663,0.246377,15.368976
330,1.004198,56.370000,40.794183,-73.944872,0.001786,10.148725
333,1.011263,170.380000,40.725820,-73.941677,0.829861,11.778032
334,1.006762,45.660000,40.807914,-73.916740,0.006431,5.340118
336,1.000309,2.230000,40.707629,-73.907526,0.965035,5.505507
340,1.036661,245.490000,40.850088,-73.935776,0.217877,5.723579
342,1.022895,189.570000,40.814872,-73.919874,0.070529,7.905940
344,1.000178,2.210000,40.729056,-73.993842,0.970856,5.060187
358,1.055377,793.030000,40.835486,-73.923322,0.001422,13.145313
360,1.000486,3.410000,40.762108,-73.962073,0.588462,5.418243
366,1.016812,247.020000,40.762130,-73.961949,0.300654,9.035034
367,1.034764,414.140000,40.784008,-73.944166,0.021016,10.275091
371,1.001931,18.530000,40.761671,-73.990268,0.069697,6.357472
372,1.059248,310.480000,40.743127,-73.951291,0.196154,4.315833
375,1.003218,51.190000,40.827138,-73.944406,0.003247,12.104188
380,1.003014,33.550000,40.811985,-73.936152,0.044186,7.117081
382,1.001435,22.180000,40.817885,-73.938205,0.142165,10.722197
383,1.016436,268.830000,40.747694,-73.983019,0.589963,15.729226
384,1.001152,11.170000,40.759218,-73.965380,0.577011,6.043886
385,1.008124,67.490000,40.866324,-73.965641,0.159091,6.776244
388,1.005844,69.390000,40.726287,-73.921078,0.171371,6.526287
392,1.023056,377.290000,40.725509,-73.951778,0.094395,12.561409
393,1.033974,594.380000,40.716610,-73.981495,0.001105,15.426237
395,1.012687,165.710000,40.773793,-73.982009,0.346743,9.427966
400,1.000273,5.000000,40.753527,-73.966351,0.179634,4.676625
403,1.002672,38.720000,40.761420,-73.984023,0.917178,13.814048
406,1.031753,192.360000,40.747548,-73.941083,0.256637,3.967437
407,1.006134,113.450000,40.842906,-73.917978,0.115438,9.104950
409,1.076580,495.700000,40.759661,-73.968019,0.018868,5.341903
410,1.064862,438.220000,40.755823,-73.964728,0.002882,5.395082
411,1.005165,45.440000,40.776955,-73.963635,0.241848,3.314901
417,1.001498,14.670000,40.806440,-73.950071,0.970046,9.399268
418,1.003479,57.420000,40.854443,-73.934656,0.012329,16.117003
421,1.005210,20.920000,40.792134,-73.975493,0.018072,2.881038
424,1.023551,261.730000,40.813736,-73.931489,0.506329,10.016801
426,1.006008,89.000000,40.747548,-73.941083,0.723361,5.350180
429,1.035053,505.400000,40.846562,-73.921115,0.050000,12.822682
435,1.016599,199.440000,40.819430,-73.926824,0.092628,10.499591
438,1.041827,260.140000,40.859619,-73.965020,0.155797,5.623962
440,1.023732,280.520000,40.804667,-73.968091,0.020833,9.913669
442,1.011733,73.380000,40.746278,-73.916171,0.055118,5.498219
443,1.013988,192.790000,40.766931,-73.959741,0.353982,7.425775
444,1.003722,9.710000,40.846927,-73.920629,0.421769,1.601235
445,1.017915,186.200000,40.762130,-73.961949,0.200450,7.909089
450,1.013022,186.650000,40.767656,-73.981834,0.437414,13.744331
451,1.004945,51.420000,40.767760,-73.962054,0.556064,6.292510
460,1.035689,257.180000,40.716371,-73.980622,0.061162,5.642567
463,1.000541,8.600000,40.709829,-73.911113,0.049635,8.353324
464,1.025955,161.350000,40.834549,-73.918083,0.003436,5.163480
468,1.018751,156.160000,40.740796,-73.985755,0.030220,5.879017
471,1.013627,289.490000,40.841119,-73.939631,0.457772,4.810906
474,1.003460,25.630000,40.776753,-73.989212,0.032000,6.747177
476,1.006170,10.880000,40.702980,-73.959837,0.111111,1.436792
478,1.007661,74.870000,40.749715,-73.987802,0.690229,8.385303
481,1.003618,39.430000,40.812120,-73.935934,0.313008,10.113525
483,1.022904,124.750000,40.830836,-73.941242,0.320463,4.211484
484,1.060658,485.870000,40.793330,-74.001433,0.057627,6.849999
485,1.001485,12.440000,40.761205,-73.997962,0.136253,7.786425
486,1.000668,11.170000,40.810991,-73.927388,0.157163,13.090200
489,1.009992,43.600000,40.820373,-73.936365,0.301075,2.855689
490,1.008072,119.120000,40.729724,-73.986852,0.585196,10.854501
491,1.019729,342.400000,40.843266,-73.911712,0.007874,8.393453
492,1.000455,7.210000,40.747694,-73.983019,0.711615,14.479867
493,1.006474,25.590000,40.748471,-74.000073,0.680556,3.295881
497,1.003438,54.850000,40.842906,-73.917978,0.106688,12.032280
